OTU_id	CM30c60-A	CM30c60-B	CM30c28-N	CM30c28-P	CM30b58-I	CM30c37-L	CM30c62-D	CM30c30-N	Plot08-I	Plot03-N	Plot07-N	LB1-A	CM30c37-E	LB5-I	CM30b60-M	CM30c30-L	Plot04-N	LB5-A	Plot07-M	CM30c39-A	CM30c62-M	Plot04-A	Plot03-H	CM30c51-H	CM30c53-I	CM30c51-I	CM30b58-C	LB1-E	CM31a5-A	Plot08-O	Plot05-I	Plot01-B	CM30c-O	CM30b60-E	CM30c39-E	Plot02-M	CM30c-P	CM30c35-D	CM30d12-H	CM30d12-L	CM30c46-D	CM30c44-B	CM30c35-B	CM30d3-L	CM30b51-B	Plot06-I	Plot06-N	Plot05-N	CM30c46-O	CM30b51-M	CM30d3-D	CM31a5-B	Plot01-L	CM30c53-B	Plot02-C	CM30c44-C
M01895_13_000000000-ABYEE_1_1101_6930_7521|gene_18S	0	0	0	0	9	0	1	0	0	0	0	0	3	13	0	0	147	12	0	0	0	396	1	0	0	0	5	5	0	1	0	0	0	0	2	0	1	0	0	23	1	0	0	0	9	5	15	43	0	0	117	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2108_5113_20487|gene_18S	29	17	8	124	0	4	140	6	46	159	16	2	61	51	74	7	111	18	11	15	32	1	18	5	1	7	29	1	2	209	348	8	5	6	6	715	7	0	3	9	3	2	312	0	3	0	3	17	1	1	0	1	0	27	4	0
M01895_13_000000000-ABYEE_1_1110_4216_17701|gene_18S	0	0	0	0	0	0	0	44	12	0	0	11	0	135	0	0	0	0	0	0	0	0	0	0	0	0	57	366	0	11	0	0	0	0	0	0	0	0	6	68	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1114_3718_20001|gene_18S	4	34	58	46	25	9	32	37	20	50	2	19	5	19	13	58	50	22	24	0	46	0	25	13	46	13	15	8	11	107	61	0	37	9	13	64	45	128	22	28	17	0	54	118	20	23	36	24	18	34	37	24	0	143	53	0
M01895_13_000000000-ABYEE_1_1101_14689_1631|gene_18S	6	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1104_9531_19128|gene_18S	3	57	18	37	8	2	5	1	8	21	12	11	7	22	4	5	24	12	19	5	38	106	12	25	23	20	11	25	36	22	31	22	14	14	0	19	8	34	3	17	1	2	44	59	27	12	18	19	3	38	23	30	15	27	3	2
M01895_13_000000000-ABYEE_1_1101_6809_7815|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_5391_15932|gene_18S	0	0	5	48	0	14	0	0	154	98	0	153	0	2	87	0	0	77	0	0	6	3	0	1	9	0	3	10	0	1	114	0	1	0	0	0	1	1	18	1	2	0	0	8	3	0	0	4	2	3	4	0	0	28	2	0
M01895_13_000000000-ABYEE_1_1102_22812_14693|gene_18S	0	0	0	1	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	691	0	0	3	4	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_15709_11251|gene_18S	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	3	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	45	0
M01895_13_000000000-ABYEE_1_2101_22919_26050|gene_18S	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	2	17	0	0	1	5	4	0	2	5	1	0	25	2	1	0	0	0	16	2	0	0	0	0	0	0	10	6	16	15	13	0	0	4	2	0	0	687	3
M01895_13_000000000-ABYEE_1_1111_20581_10347|gene_18S	4	11	12	3	22	14	2	17	20	7	4	23	20	18	9	27	16	13	8	4	6	3	5	25	13	1	17	71	19	11	18	3	0	3	1	3	8	5	22	43	57	2	39	51	14	9	36	34	6	126	122	44	6	21	2	2
M01895_13_000000000-ABYEE_1_1107_9970_14149|gene_18S	0	0	1	6	48	6	0	6	1	18	7	0	0	16	9	0	113	45	6	3	0	203	63	0	0	0	24	12	0	3	13	0	0	0	4	0	8	0	6	189	0	0	0	8	2	33	10	80	2	2	24	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2105_5454_18225|gene_18S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1112_2535_19786|gene_18S	0	13	64	14	37	2	8	47	2	20	2	22	0	29	13	70	26	44	6	0	0	5	1	0	8	0	20	72	4	5	2	0	1	3	2	0	14	0	9	28	17	2	0	4	2	19	9	15	2	11	146	2	0	9	52	0
M01895_13_000000000-ABYEE_1_1101_16892_3954|gene_18S	0	1	4	101	1	0	0	1	0	672	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	10	3	3	0	0	0	133	0	0	3	0	0	0	0	0	0	3	0	0	0	38	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2114_3921_16537|gene_18S	0	5	13	2	19	0	26	4	8	37	0	0	0	5	0	4	0	19	0	0	444	0	30	100	0	7	0	7	44	0	160	6	105	4	0	274	80	124	0	0	2	0	34	5	0	0	7	80	537	0	1	17	10	8	668	0
M01895_13_000000000-ABYEE_1_1102_18802_11096|gene_18S	19	58	1	2	0	2	35	0	0	1	0	2	0	1	2	0	3	0	0	0	115	15	0	44	1	12	2	1	13	0	10	147	6	0	0	44	3	16	0	0	0	0	31	3	6	19	13	7	0	2	2	12	71	7	9	0
M01895_13_000000000-ABYEE_1_1101_14008_2131|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	722	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_20624_4105|gene_18S	5	257	100	82	643	0	4	13	145	3	6	6	14	12	32	23	9	24	2	0	224	7	11	0	112	11	3	49	0	29	10	0	4	9	1	16	32	77	39	10	28	2	24	34	1	4	8	5	3	48	9	140	0	188	4	0
M01895_13_000000000-ABYEE_1_2106_18077_6152|gene_18S	3	0	5	0	0	10	1	17	0	0	11	22	8	29	1	33	49	34	28	5	0	410	59	1	5	1	5	70	0	4	2	0	0	4	0	2	0	29	4	19	2	5	30	11	21	0	7	42	133	13	104	0	4	7	2	5
M01895_13_000000000-ABYEE_1_2110_18461_10459|gene_18S	5	11	7	13	11	16	12	1	10	16	85	4	50	35	14	2	29	3	53	16	14	62	55	36	11	28	13	40	15	67	67	21	4	20	12	16	51	18	0	22	0	5	49	20	45	27	50	152	20	17	97	7	7	5	29	7
M01895_13_000000000-ABYEE_1_1105_16886_20387|gene_18S	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	27	40	0	0	0	0	28	0	646	24	0	21	15	41	71	0	0	0	0	6	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_6320_8085|gene_18S	7	50	27	28	12	7	11	38	12	15	23	32	12	51	0	54	16	109	28	3	12	14	31	14	8	10	17	34	24	29	38	4	5	2	2	29	17	23	15	29	2	3	38	33	22	16	22	41	45	10	41	17	2	24	20	2
M01895_13_000000000-ABYEE_1_1101_15574_26704|gene_18S	0	0	0	3	1	2	44	0	3	1	0	1	2	79	2	0	147	0	0	0	4	382	0	2	0	0	5	0	6	8	22	5	0	0	0	47	4	0	4	48	0	0	0	0	31	1	20	1	0	7	5	0	0	0	4	0
M01895_13_000000000-ABYEE_1_1103_10941_22510|gene_18S	2	3	0	3	0	2	1	1	7	0	75	0	61	7	13	0	3	5	69	26	12	0	25	1	2	9	16	32	0	85	90	1	0	25	8	24	0	21	5	8	0	0	0	26	2	6	31	31	0	0	50	1	2	1	0	6
M01895_13_000000000-ABYEE_1_1114_8996_16414|gene_18S	0	0	5	7	0	0	0	1	72	1	0	0	8	0	2	0	0	0	0	0	0	0	29	2	0	0	2	0	0	399	12	0	1	6	4	31	7	0	16	1	0	0	0	0	0	2	0	2	0	0	2	0	0	2	11	0
M01895_13_000000000-ABYEE_1_1111_16272_22209|gene_18S	0	0	0	0	13	6	1	1	0	0	0	0	67	34	0	0	4	0	0	0	0	0	403	0	4	0	29	0	4	0	3	2	2	0	0	0	3	0	0	0	0	0	10	0	0	0	0	9	0	5	0	0	0	1	56	0
M01895_13_000000000-ABYEE_1_1101_17777_7712|gene_18S	2	349	75	123	92	11	18	26	44	18	59	67	7	149	51	19	65	18	3	1	43	49	102	8	90	6	5	33	58	9	10	14	81	2	0	25	182	6	21	38	15	3	89	45	9	22	45	16	24	46	126	37	18	267	0	2
M01895_13_000000000-ABYEE_1_1101_21275_7105|gene_18S	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_18623_9241|gene_18S	0	0	0	0	0	0	0	84	5	0	0	0	0	105	0	363	0	36	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	8	0	0
M01895_13_000000000-ABYEE_1_1101_14110_1892|gene_18S	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	3	0	0	409
M01895_13_000000000-ABYEE_1_1102_9089_15360|gene_18S	0	0	0	0	0	1	0	0	35	0	0	138	0	0	70	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	19	52	0	0	0	0	0	0	0	0	266	81	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_11611_10942|gene_18S	0	26	107	37	0	1	0	11	1	0	2	0	0	1	0	5	99	22	2	0	0	0	0	0	91	0	0	0	0	0	0	0	1	0	0	0	37	0	20	7	15	0	0	47	0	7	0	0	0	27	0	0	0	108	0	0
M01895_13_000000000-ABYEE_1_1102_11275_14567|gene_18S	53	27	8	16	15	6	7	6	4	5	160	7	27	38	9	4	19	13	88	10	15	54	134	35	9	12	19	50	11	199	30	35	3	31	10	34	19	18	2	34	1	10	58	48	38	28	64	45	8	7	129	10	7	0	59	25
M01895_13_000000000-ABYEE_1_1101_23969_22713|gene_18S	0	13	15	17	6	0	0	22	13	4	5	10	16	64	6	13	35	14	11	4	4	31	2	7	9	5	4	80	13	18	23	4	3	1	6	34	7	15	11	44	2	0	16	62	17	17	41	8	21	25	30	13	5	1	6	0
M01895_13_000000000-ABYEE_1_1103_25458_10004|gene_18S	1	6	5	0	4	5	0	0	1	10	43	1	7	46	1	0	11	8	6	2	19	4	10	7	9	6	4	33	6	11	11	0	0	2	0	10	28	8	12	73	3	1	48	37	10	17	10	5	33	25	28	7	2	0	0	0
M01895_13_000000000-ABYEE_1_2106_15047_5903|gene_18S	6	0	0	0	0	0	0	0	0	0	18	3	0	0	0	0	0	0	8	0	0	0	71	0	0	0	0	0	0	10	0	0	0	0	0	445	0	0	0	0	0	86	0	0	0	0	1	2	0	0	1	0	0	0	0	1
M01895_13_000000000-ABYEE_1_1106_5445_8880|gene_18S	30	0	11	1	1	4	2	5	20	65	0	0	0	52	7	0	0	20	1	0	1	22	14	19	6	1	9	38	18	46	0	0	2	0	5	174	6	4	14	24	0	1	3	0	40	0	0	3	6	1	4	0	0	2	0	0
M01895_13_000000000-ABYEE_1_1101_14589_4170|gene_18S	0	1	0	0	156	0	4	0	5	16	0	0	1	0	0	1	0	0	3	0	0	0	3	0	9	0	9	1	0	0	209	389	0	0	0	0	385	0	1	3	0	0	4	0	1	2	175	3	1	0	0	12	0	0	34	0
M01895_13_000000000-ABYEE_1_1104_25208_13876|gene_18S	0	0	0	4	1	4	0	0	2	0	0	3	0	3	1	1	0	8	0	0	30	1	5	522	0	8	0	10	0	0	0	1	0	0	0	10	0	0	0	0	0	0	1	626	1	1	0	0	0	0	2	0	0	0	3	40
M01895_13_000000000-ABYEE_1_1101_11573_10236|gene_18S	0	0	10	13	0	0	0	39	0	5	120	79	0	0	0	181	0	164	50	0	0	12	0	0	11	0	0	2	3	35	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0
M01895_13_000000000-ABYEE_1_1101_19568_13286|gene_18S	1	10	5	3	4	106	2	123	6	3	6	5	0	66	20	143	45	5	7	0	5	60	20	2	15	0	2	21	0	95	3	1	0	334	0	7	2	21	5	35	160	6	19	109	6	14	5	7	15	209	58	0	0	37	0	10
M01895_13_000000000-ABYEE_1_1101_20061_6062|gene_18S	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	1	0	0	0	0	0	0	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2113_21360_15231|gene_18S	3	22	5	1	0	11	0	0	0	9	3	12	20	16	4	5	17	7	5	3	8	9	1	58	5	2	8	59	9	1	7	1	0	6	1	2	2	6	3	6	0	0	18	6	16	4	8	294	2	66	19	81	1	18	0	6
M01895_13_000000000-ABYEE_1_1111_20208_27020|gene_18S	2	3	5	0	11	10	1	16	29	4	37	8	16	42	5	8	9	16	21	7	1	19	18	14	4	2	13	38	1	76	16	1	0	8	7	13	7	7	6	21	2	0	42	36	11	3	38	25	6	0	83	8	0	5	15	4
M01895_13_000000000-ABYEE_1_1113_9714_27024|gene_18S	5	28	1	0	0	0	0	0	0	3	0	0	5	6	0	0	0	0	0	0	3	12	0	0	0	3	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	470	0	27	0	0	0	4	0	0	6	0	2
M01895_13_000000000-ABYEE_1_1102_7365_19024|gene_18S	1	3	3	0	12	1	11	1	0	14	12	0	12	52	5	2	0	2	7	0	5	40	135	0	1	1	7	1	8	2	7	51	4	16	0	6	0	16	0	0	0	0	0	0	0	33	31	0	2	0	6	0	19	2	0	0
M01895_13_000000000-ABYEE_1_1102_15523_20121|gene_18S	7	5	0	0	16	3	0	16	54	0	26	287	19	120	23	0	433	4	0	0	0	2	2	25	0	0	11	12	0	17	1	0	0	1	64	0	0	0	31	50	0	0	6	13	111	32	134	3	0	16	16	0	0	34	0	0
M01895_13_000000000-ABYEE_1_1113_24105_17064|gene_18S	5	28	96	9	3	1	20	3	56	123	0	0	0	0	0	0	0	0	0	0	81	1	18	1	2	2	0	1	2	40	7	0	48	0	0	16	19	2	1	1	0	0	14	63	0	1	0	0	3	0	0	2	2	6	17	0
M01895_13_000000000-ABYEE_1_1101_12925_12979|gene_18S	0	85	33	1	5	16	14	0	0	86	0	0	0	10	1	0	2	5	4	0	11	4	0	0	2	0	0	13	29	12	0	0	38	2	0	66	0	0	7	5	1	0	10	1	17	5	0	131	65	7	29	58	3	0	1	6
M01895_13_000000000-ABYEE_1_1102_7349_22036|gene_18S	2	21	24	14	30	3	4	21	18	11	13	20	20	50	4	40	28	44	21	4	7	32	6	41	11	4	27	105	46	32	26	12	2	16	1	12	11	20	11	36	9	3	22	55	59	13	20	27	1	60	106	28	7	13	7	5
M01895_13_000000000-ABYEE_1_1102_16184_9266|gene_18S	0	15	136	11	2	6	2	4	45	74	0	0	3	0	3	0	3	1	0	0	6	27	20	3	19	0	4	0	119	40	1	3	12	9	0	10	10	3	7	1	0	0	2	10	286	9	24	0	27	4	1	0	9	35	0	0
M01895_13_000000000-ABYEE_1_2101_1790_14791|gene_18S	0	0	0	0	0	3	0	0	0	3	176	0	13	0	0	0	0	0	228	10	0	0	0	7	0	0	2	1	0	0	0	2	0	0	0	0	11	0	0	0	0	0	0	28	0	0	10	0	0	0	3	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_5789_23118|gene_18S	11	81	67	64	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	144	0	0	0	74	0	0	0	7	0	0	0	45	0	0	37	0	80	0	9	7	0	2	0	0	0	0	0	0	3	0	0	0	318	0	0
M01895_13_000000000-ABYEE_1_1104_21709_9531|gene_18S	0	0	40	33	0	0	29	2	2	2	0	1	3	13	3	9	28	8	0	0	69	0	0	0	3	0	4	2	0	42	27	0	0	0	0	2	2	0	24	11	12	0	0	27	0	16	0	5	1	2	10	9	0	12	30	0
M01895_13_000000000-ABYEE_1_1112_5243_8887|gene_18S	2	26	17	19	36	2	0	20	8	6	19	19	11	70	5	9	21	25	16	1	5	2	8	0	10	3	16	49	42	31	167	0	4	0	4	3	6	35	10	37	12	0	11	21	16	32	40	25	1	21	13	7	0	35	0	0
M01895_13_000000000-ABYEE_1_1101_15028_4799|gene_18S	0	0	64	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0
M01895_13_000000000-ABYEE_1_1106_25314_9535|gene_18S	1	12	5	13	0	4	1	18	4	13	0	6	3	62	0	1	8	4	0	1	6	10	4	12	5	6	5	7	8	10	12	367	8	0	0	13	12	4	3	1	0	0	8	13	0	4	11	6	12	4	10	65	11	6	1	1
M01895_13_000000000-ABYEE_1_1102_12486_5753|gene_18S	2	2	250	21	5	8	21	50	44	8	6	3	15	13	0	8	12	35	15	3	5	23	4	1	7	2	3	5	0	2	11	0	1	0	0	5	0	2	43	1	4	0	9	21	11	0	0	12	11	21	12	5	0	5	0	16
M01895_13_000000000-ABYEE_1_1101_15335_2238|gene_18S	0	0	0	0	0	3	0	0	0	0	0	0	70	0	0	0	0	0	0	2	0	0	0	88	0	12	27	0	0	0	6	1	2	2	16	0	74	0	74	0	0	9	0	0	0	0	0	5	0	0	0	0	0	0	0	142
M01895_13_000000000-ABYEE_1_1107_13449_13594|gene_18S	27	3	12	0	12	2	5	18	4	0	60	4	19	50	23	6	29	0	38	14	20	0	7	0	0	0	5	1	0	28	28	0	1	94	5	25	2	0	8	9	0	15	0	0	15	88	58	7	1	9	1	0	0	0	5	68
M01895_13_000000000-ABYEE_1_1101_10086_9732|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	567	0	0
M01895_13_000000000-ABYEE_1_1105_13506_17278|gene_18S	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	1	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	0	0	0	0	2	0	0	0	10	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_22387_21205|gene_18S	5	38	1	4	5	11	12	0	11	4	161	3	48	8	1	2	4	1	62	13	16	29	16	18	20	5	23	19	2	86	78	3	4	3	1	21	8	50	8	43	3	4	14	82	51	10	86	133	5	4	84	0	3	2	2	0
M01895_13_000000000-ABYEE_1_2103_9476_11693|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	1	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4	0	0	2	0	0	0	3	0	188	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_11973_9372|gene_18S	0	0	0	0	0	0	0	9	2	0	2	8	14	35	0	12	0	44	6	0	0	0	5	0	0	0	6	105	0	8	4	0	0	0	2	3	0	10	0	4	3	0	0	5	0	0	0	1	67	0	8	0	0	0	5	0
M01895_13_000000000-ABYEE_1_1108_4277_11383|gene_18S	13	36	28	49	0	1	0	0	2	14	4	0	15	23	0	0	0	9	10	2	0	0	0	37	42	17	7	6	0	6	0	2	0	7	0	0	1	0	21	6	11	1	0	7	35	2	5	0	2	24	17	3	0	15	6	39
M01895_13_000000000-ABYEE_1_1110_7900_12714|gene_18S	13	19	6	16	15	1	3	1	4	9	10	3	5	10	2	6	25	7	16	4	8	27	22	5	4	6	21	40	17	23	25	6	1	4	2	10	6	18	4	15	4	2	42	18	21	19	58	23	2	7	22	4	2	3	5	5
M01895_13_000000000-ABYEE_1_2110_21323_17133|gene_18S	0	0	0	0	23	6	0	2	3	0	10	12	7	109	1	0	193	3	20	4	0	31	5	0	0	0	1	17	0	0	15	0	0	89	3	0	0	0	0	0	0	9	0	0	6	150	28	4	1	0	19	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_8200_5262|gene_18S	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_24867_17221|gene_18S	3	0	0	0	0	0	9	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	257	26	0	0	0	0	0	0	35	0	2	0	0	5	92	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
M01895_13_000000000-ABYEE_1_1101_19726_19919|gene_18S	0	0	0	0	0	1	0	35	0	0	1	21	0	4	0	21	12	24	4	2	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	4	11	0	0	0	3	0	0	0	0	113	0	33	0	0	0	1	0
M01895_13_000000000-ABYEE_1_1107_7503_8147|gene_18S	0	0	0	0	0	0	0	0	28	2	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	83	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_6511_13623|gene_18S	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	325	0	0
M01895_13_000000000-ABYEE_1_1102_13367_16904|gene_18S	0	28	0	8	4	1	11	9	0	2	0	15	0	56	3	44	9	45	1	10	40	25	4	1	0	7	13	18	0	6	3	2	0	22	0	27	1	0	0	27	8	1	49	7	18	3	30	45	1	1	32	0	12	0	5	17
M01895_13_000000000-ABYEE_1_1112_13748_16336|gene_18S	0	0	0	0	3	2	0	12	4	0	6	16	4	28	3	6	3	10	7	0	0	0	4	0	0	2	8	87	2	12	3	1	1	2	2	8	0	3	3	24	1	0	4	14	0	0	0	0	0	4	111	1	0	6	0	0
M01895_13_000000000-ABYEE_1_1104_12759_15441|gene_18S	0	4	0	3	25	12	1	0	3	2	11	1	5	10	0	0	1	15	100	2	2	12	15	40	2	2	1	9	0	18	0	0	0	11	0	22	3	2	2	43	0	4	3	4	17	6	7	24	30	1	11	0	0	1	3	1
M01895_13_000000000-ABYEE_1_1102_11487_18211|gene_18S	0	0	0	4	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	124	0	0	0	40	0	0	0	22	94	0	2	0	0	0	0	0	0	55	0	15	0	0	0	0	0	1	33	0	45	0	0
M01895_13_000000000-ABYEE_1_1105_23605_9911|gene_18S	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	137	0	0	0	0	0	0	41	0	0	0	0	108	0	0	1	15	0	0	0	0	32	0	56	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_11575_16249|gene_18S	2	32	1	3	16	1	9	5	6	51	2	1	2	3	6	6	15	9	18	19	4	18	66	27	0	2	7	28	8	61	15	1	12	56	0	26	0	0	2	20	0	9	17	13	21	3	7	46	16	0	59	0	6	0	19	9
M01895_13_000000000-ABYEE_1_1106_13039_15544|gene_18S	2	8	0	0	0	2	0	0	38	0	0	5	2	77	0	0	0	0	0	0	0	0	9	0	0	0	0	14	2	62	0	0	0	0	6	81	3	0	5	9	0	0	0	4	0	0	0	0	2	0	1	0	0	0	8	0
M01895_13_000000000-ABYEE_1_1101_23408_16505|gene_18S	0	0	10	6	14	1	0	69	36	3	0	13	0	53	0	9	13	6	0	0	5	1	1	1	5	0	0	0	0	12	32	0	1	0	0	0	1	0	4	0	0	0	0	1	0	0	0	0	0	4	1	0	0	57	0	0
M01895_13_000000000-ABYEE_1_1101_14596_7802|gene_18S	1	91	18	51	19	2	2	38	25	31	28	27	1	20	1	1	8	35	0	1	21	3	0	2	10	0	7	20	6	36	24	0	28	4	0	49	25	0	13	9	5	1	5	8	0	2	1	3	1	13	1	7	5	25	5	4
M01895_13_000000000-ABYEE_1_2114_6775_11830|gene_18S	0	0	0	0	1	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	17	0	0	0	0	0	0	1	0	7	0	0	0	2	0	0	0	0	4	0	0	0	0	353	0	0	0	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_19044_2286|gene_18S	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	4	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_14974_19851|gene_18S	5	8	3	17	27	14	7	6	15	0	80	11	71	18	8	3	0	3	91	5	6	0	34	16	1	19	43	41	0	47	17	0	1	27	15	38	3	100	5	14	0	9	18	53	9	10	95	36	43	0	39	1	4	2	23	3
M01895_13_000000000-ABYEE_1_2101_19140_5735|gene_18S	0	2	0	2	1	3	0	0	2	3	0	2	2	5	0	0	3	0	3	0	0	0	3	57	1	9	1	5	0	4	5	206	0	6	1	0	2	0	3	9	0	0	0	8	13	2	1	2	31	7	2	0	13	2	0	0
M01895_13_000000000-ABYEE_1_1101_6865_5201|gene_18S	1	0	1	0	5	48	5	0	4	0	12	0	17	4	0	0	33	0	8	1	5	24	17	7	0	0	5	0	4	23	8	1	0	5	0	18	4	6	1	0	1	25	31	1	22	17	34	2	0	0	0	1	2	0	1	0
M01895_13_000000000-ABYEE_1_1101_13773_14344|gene_18S	1	24	48	40	6	0	2	0	2	50	16	1	1	3	0	0	24	0	2	1	50	49	0	4	11	12	0	0	35	1	2	62	15	0	0	9	0	48	1	0	0	0	12	9	0	7	5	0	4	2	4	1	15	2	0	0
M01895_13_000000000-ABYEE_1_1102_13240_12480|gene_18S	0	17	18	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	376	0
M01895_13_000000000-ABYEE_1_2109_19535_10639|gene_18S	1	2	0	0	0	6	0	0	0	2	0	0	18	3	0	1	0	0	2	0	0	0	19	70	0	3	5	19	56	1	4	0	1	0	0	0	2	3	2	5	0	0	1	10	4	1	5	51	34	0	6	9	0	0	0	0
M01895_13_000000000-ABYEE_1_2107_20359_22661|gene_18S	7	32	10	47	9	2	25	10	7	52	0	11	9	21	2	8	8	6	0	0	42	0	7	1	9	9	10	27	42	22	15	2	5	1	2	41	16	33	18	9	5	1	4	12	0	8	7	7	12	11	11	15	1	20	6	0
