OTU_id	CM30c28-P	CM30c62-D	Plot07-M	LB1-E	Plot05-I	CM30c39-E	Plot01-L	CM30c53-I	CM31a5-A	CM30c46-D	CM30c-O	CM30c28-N	CM30d3-L	CM30c44-B	CM30c37-E	CM30c62-M	CM30c37-L	CM30c51-H	Plot05-N	CM30d12-H	Plot03-N	CM30c46-O	CM30b58-C	CM30b60-E	CM30c-P	Plot04-A	CM30c39-A	CM30c60-B	Plot01-B	CM30b51-M	CM30d12-L	Plot08-I	CM30c44-C	Plot04-N	LB5-I	CM30d3-D	CM30b58-I	LB1-A	LB5-A	CM30c30-L	Plot06-I	CM30c53-B	CM30c51-I	Plot02-C	CM30c35-D	Plot03-H	CM30b51-B	CM31a5-B	CM30c30-N	CM30b60-M	Plot02-M	Plot08-O	Plot06-N	CM30c35-B	Plot07-N	CM30c60-A
M00598_54_000000000-ABCWN_1_1103_27427_20590|gene_16S	65	83	70	215	171	138	18	41	152	373	76	41	116	65	98	39	113	103	51	121	57	114	148	290	90	34	138	19	6	136	70	51	33	139	174	160	188	64	79	44	83	26	25	58	59	43	94	219	50	66	32	132	117	85	66	26
M00598_54_000000000-ABCWN_1_1117_17285_17981|gene_16S	22	9	159	82	129	102	953	35	74	9	18	1	27	256	122	29	213	1106	156	165	19	93	227	687	83	208	250	119	1116	80	186	8	293	364	46	122	162	12	15	0	175	17	268	38	54	65	279	79	9	223	10	36	225	27	151	86
M00598_54_000000000-ABCWN_1_1101_16661_7433|gene_16S	4	3	164	112	94	45	122	13	4	6	1	0	81	171	42	32	85	126	22	34	40	23	147	154	108	184	191	24	59	25	97	42	92	325	29	240	217	1	0	0	110	5	14	26	13	14	145	42	8	64	9	77	126	10	128	16
M00598_54_000000000-ABCWN_1_1102_20131_23136|gene_16S	10	23	216	135	196	423	547	23	75	10	35	3	48	760	304	29	147	392	174	213	25	160	292	758	130	851	768	42	336	63	99	89	401	547	207	375	161	15	14	4	194	20	75	150	24	59	390	109	5	148	26	126	300	9	215	67
M00598_54_000000000-ABCWN_1_1101_25685_13217|gene_16S	63	73	12	249	84	37	8	103	148	208	726	72	131	22	117	23	144	17	26	114	70	56	75	20	352	32	6	25	2	77	59	93	9	45	157	42	73	126	59	53	20	39	9	17	26	13	22	76	74	53	93	49	42	33	7	4
M00598_54_000000000-ABCWN_1_1111_5891_4570|gene_16S	0	0	19	1	0	0	98	0	1	0	0	0	0	59	11	3	55	257	18	0	0	0	82	156	0	136	3	6	164	2	19	1	43	90	0	0	22	0	0	0	114	0	16	0	0	0	101	0	1	54	0	0	82	0	18	11
M00598_54_000000000-ABCWN_1_1101_28166_13030|gene_16S	5	73	124	23	35	344	3	0	6	1	14	0	13	39	158	2	19	132	72	143	1	13	2	422	98	0	205	14	13	9	58	17	64	0	28	31	89	3	0	0	30	0	85	349	4	76	0	11	1	190	72	25	40	2	129	106
M00598_54_000000000-ABCWN_1_1113_11224_10121|gene_16S	11	27	16	89	124	337	0	1	125	8	41	6	34	0	92	36	19	183	23	376	59	8	24	188	107	0	37	25	0	132	112	329	0	40	268	64	30	39	33	3	22	2	31	58	8	30	19	217	19	52	68	138	18	32	18	163
M00598_54_000000000-ABCWN_1_1104_18614_2989|gene_16S	6	4	100	44	35	5	2	0	142	16	1	0	12	18	38	1	24	68	63	18	11	77	11	188	75	5	231	2	6	15	19	23	47	11	26	60	54	21	43	7	19	0	50	26	26	44	12	21	7	27	5	51	26	4	47	12
M00598_54_000000000-ABCWN_1_1101_15405_22175|gene_16S	0	53	26	20	25	82	0	0	1	0	19	13	25	0	49	42	14	51	47	104	2	2	5	18	78	0	197	4	0	2	11	83	1	6	88	37	25	20	0	0	6	2	6	41	0	0	0	1	2	1	24	26	6	0	35	21
M00598_54_000000000-ABCWN_1_1105_17852_18279|gene_16S	0	0	85	201	38	24	309	10	14	6	4	0	89	98	49	18	72	200	91	35	10	36	109	200	34	305	160	18	293	33	58	4	59	262	107	208	75	7	18	1	68	10	24	20	24	45	166	39	0	54	7	18	107	10	64	18
M00598_54_000000000-ABCWN_1_1101_22586_12038|gene_16S	4	5	93	186	173	271	6	0	47	1327	70	3	90	58	123	5	38	48	72	106	10	32	43	213	60	19	90	10	12	48	61	66	65	41	268	95	105	38	133	26	81	8	8	25	5	50	38	75	48	56	29	31	114	9	116	40
M00598_54_000000000-ABCWN_1_1103_23472_7550|gene_16S	170	50	1	48	35	16	0	57	425	358	397	78	22	0	0	7	6	1	2	229	33	211	62	2	127	0	0	12	0	90	34	22	0	36	164	3	29	256	277	90	7	99	0	23	4	3	0	138	166	0	23	12	3	2	0	1
M00598_54_000000000-ABCWN_1_1102_16790_13140|gene_16S	0	1	5	157	60	64	1	0	24	61	16	2	83	9	12	4	69	2	18	140	0	34	77	11	60	13	45	4	1	8	48	118	5	5	117	72	8	41	4	5	14	0	6	91	40	18	16	27	14	11	23	125	17	57	12	15
M00598_54_000000000-ABCWN_1_1104_22809_9483|gene_16S	64	28	60	94	136	67	25	67	340	82	114	52	39	26	52	5	71	167	26	95	18	199	41	75	104	11	72	11	19	228	68	76	28	70	349	37	39	225	233	71	52	53	32	53	54	21	15	317	61	20	38	64	29	17	48	8
M00598_54_000000000-ABCWN_1_1108_27138_15063|gene_16S	19	161	10	30	14	0	0	0	2	0	8	30	20	0	0	306	22	11	20	112	11	6	4	0	5	0	0	2	0	4	1	2	0	1	46	0	30	0	0	0	2	0	26	106	27	18	0	13	18	0	73	64	1	11	11	5
M00598_54_000000000-ABCWN_1_2107_16345_15294|gene_16S	8	20	98	66	69	10	109	22	25	13	55	0	50	24	107	56	98	158	90	60	33	196	78	148	58	136	32	19	96	21	90	21	36	235	26	72	64	2	5	1	62	6	67	14	39	66	166	35	4	43	33	33	74	21	62	11
M00598_54_000000000-ABCWN_1_2106_25042_17373|gene_16S	36	5	6	40	19	2	310	121	49	7	15	8	35	27	10	36	26	41	10	54	43	5	131	94	22	662	2	21	277	30	17	2	13	471	65	25	45	4	17	6	65	81	4	0	1	1	126	35	43	12	2	26	51	3	1	5
M00598_54_000000000-ABCWN_1_1103_13139_4108|gene_16S	126	96	16	122	85	28	73	923	323	169	685	337	72	5	33	359	47	21	14	492	431	22	219	32	186	49	5	78	36	332	45	444	3	587	379	26	121	142	122	88	53	420	22	37	34	45	42	508	111	25	78	108	14	39	2	15
M00598_54_000000000-ABCWN_1_1103_7838_14343|gene_16S	16	15	82	107	148	197	45	5	68	39	10	1	41	68	153	6	46	171	86	65	8	26	73	189	81	52	95	27	16	56	86	10	35	82	82	140	180	31	34	15	128	6	42	61	11	62	83	71	14	62	32	74	123	16	45	29
M00598_54_000000000-ABCWN_1_1105_19669_2627|gene_16S	2	6	28	76	25	16	0	15	108	18	0	2	34	4	19	4	30	5	72	49	10	76	35	25	21	2	10	5	0	143	36	29	5	22	381	14	34	44	72	2	23	4	11	28	17	15	20	223	1	17	20	7	10	2	17	6
M00598_54_000000000-ABCWN_1_1117_24494_16609|gene_16S	9	155	1	114	102	36	1	50	147	100	534	46	73	0	55	133	109	3	12	41	148	42	35	3	83	1	1	10	1	66	30	30	1	30	58	3	91	57	21	17	26	34	12	23	83	11	2	107	20	69	70	24	5	41	0	9
M00598_54_000000000-ABCWN_1_1113_12532_11449|gene_16S	0	12	135	34	269	194	47	0	20	4	17	0	29	96	175	3	104	613	79	76	0	47	35	547	123	0	295	39	94	58	100	24	228	1	45	58	35	6	2	1	108	0	137	494	83	101	47	114	7	83	7	105	48	14	206	83
M00598_54_000000000-ABCWN_1_1102_27730_11867|gene_16S	13	21	1	92	43	38	0	33	126	885	117	89	50	0	18	8	16	3	1	110	19	21	55	0	21	0	1	2	0	64	7	66	0	23	138	7	44	154	372	134	0	101	2	9	13	3	1	58	142	1	66	8	1	14	4	1
M00598_54_000000000-ABCWN_1_1103_17120_1327|gene_16S	165	151	17	244	174	180	13	233	173	291	368	183	121	1	37	48	71	7	17	280	110	113	63	20	177	48	6	50	3	134	42	107	1	141	160	21	94	152	100	35	41	259	3	72	16	28	15	204	166	42	57	72	22	29	7	6
M00598_54_000000000-ABCWN_1_1102_4397_13519|gene_16S	2	0	47	64	34	0	49	6	0	0	0	0	54	34	51	14	42	193	60	3	1	1	71	44	8	160	12	4	120	2	6	0	12	163	26	8	23	0	0	0	31	0	28	14	37	18	90	11	0	28	3	10	85	0	49	4
M00598_54_000000000-ABCWN_1_1105_24232_20671|gene_16S	0	0	34	0	0	11	11	0	0	0	1	0	3	126	13	3	56	672	55	0	0	0	4	101	0	0	188	0	51	5	1	0	69	2	0	3	64	0	0	0	14	0	40	12	53	0	4	15	0	1	1	3	61	1	51	2
M00598_54_000000000-ABCWN_1_1101_10321_10186|gene_16S	49	139	2	72	87	52	1	73	186	89	565	80	50	3	42	83	61	8	19	41	45	67	42	42	105	11	10	18	3	60	24	66	1	40	85	14	72	43	24	3	17	59	5	86	39	15	8	95	40	74	132	63	8	28	6	21
M00598_54_000000000-ABCWN_1_1119_27258_16444|gene_16S	8	3	8	43	24	57	1	26	43	54	25	17	15	0	24	12	17	5	1	56	6	18	12	2	24	0	21	1	0	30	18	50	0	12	101	29	12	67	73	34	3	22	8	22	4	3	1	43	20	2	1	23	0	6	20	8
M00598_54_000000000-ABCWN_1_1101_22169_4415|gene_16S	1	206	49	28	180	10	59	6	74	4	96	4	11	146	41	125	41	77	330	7	56	35	201	586	24	4	3	3	27	44	11	22	166	37	11	17	34	0	0	1	317	23	34	18	45	213	288	55	0	199	25	47	185	32	71	16
M00598_54_000000000-ABCWN_1_1101_14499_24237|gene_16S	150	67	3	85	68	36	11	169	378	213	175	173	38	2	16	19	41	4	2	232	62	264	132	8	105	14	3	74	4	126	79	69	1	134	185	40	113	296	420	109	25	211	16	31	10	7	7	166	188	6	40	92	5	21	3	7
M00598_54_000000000-ABCWN_1_2118_28821_10541|gene_16S	1	8	103	145	71	183	4	3	11	19	4	0	82	98	71	19	93	93	55	61	4	50	116	214	22	83	134	13	15	21	45	33	41	77	110	95	68	59	50	6	85	3	24	35	79	42	93	20	2	91	2	127	68	39	99	13
M00598_54_000000000-ABCWN_1_1102_27459_7497|gene_16S	129	17	6	97	97	70	10	200	77	208	29	189	36	6	14	90	31	7	4	133	34	126	91	10	45	24	0	9	8	50	18	127	5	68	217	13	33	146	143	62	10	266	1	24	16	5	19	29	84	3	57	74	11	16	2	8
M00598_54_000000000-ABCWN_1_1103_8832_18885|gene_16S	0	5	60	24	95	559	0	2	5	8	41	0	8	0	123	6	59	110	34	159	6	54	18	67	54	0	176	10	0	49	37	7	8	17	5	28	23	0	0	0	5	0	7	90	66	64	9	95	1	15	1	99	19	64	91	17
M00598_54_000000000-ABCWN_1_1103_14322_13724|gene_16S	73	17	39	117	96	89	86	110	217	292	114	141	66	58	41	32	77	71	6	156	60	130	173	92	55	161	55	57	86	117	39	66	23	210	160	69	45	128	174	74	56	167	23	26	15	25	57	120	92	22	51	77	59	19	31	13
M00598_54_000000000-ABCWN_1_1101_13162_21906|gene_16S	201	62	0	64	42	15	2	314	183	120	358	168	55	0	6	31	26	1	0	63	31	32	78	0	69	1	0	38	1	50	6	60	0	90	82	3	84	117	75	41	15	381	1	12	14	3	0	62	150	1	22	17	1	4	0	2
M00598_54_000000000-ABCWN_1_1101_22906_17792|gene_16S	4	0	83	105	58	34	28	5	10	14	0	2	48	32	73	4	62	111	55	40	4	98	87	177	41	16	124	10	37	6	62	13	41	69	54	237	31	17	22	5	35	5	16	47	22	23	86	12	8	35	5	39	73	9	66	25
M00598_54_000000000-ABCWN_1_1104_14802_4660|gene_16S	56	15	20	68	66	41	4	75	345	349	34	55	30	0	36	33	59	10	7	133	23	29	40	1	57	0	8	17	1	132	31	44	0	51	102	52	32	83	156	104	26	79	3	45	8	17	12	185	55	0	20	30	18	31	5	15
M00598_54_000000000-ABCWN_1_1101_22493_6751|gene_16S	19	23	33	42	9	1	76	1	6	0	9	1	30	98	6	97	38	162	28	1	12	1	111	81	16	21	18	20	52	0	19	2	65	79	0	8	45	0	0	0	42	3	36	16	52	12	171	2	10	24	11	14	19	15	22	20
M00598_54_000000000-ABCWN_1_1101_9630_5625|gene_16S	3	0	154	27	57	31	3	0	3	10	1	0	18	78	216	0	81	74	11	103	0	12	27	354	63	1	353	18	10	8	41	6	150	13	7	21	46	0	0	0	45	0	12	44	52	21	20	13	0	115	7	53	138	17	197	51
M00598_54_000000000-ABCWN_1_1105_13615_17529|gene_16S	112	58	66	156	148	413	7	144	242	763	204	248	61	47	131	48	78	75	31	379	80	68	130	277	147	21	116	54	8	147	93	213	45	87	283	100	120	149	321	90	119	196	10	71	32	63	98	127	134	61	112	148	112	31	63	61
M00598_54_000000000-ABCWN_1_1101_19779_23225|gene_16S	0	0	79	6	0	0	79	0	0	0	0	0	0	189	20	0	15	87	32	0	0	0	73	133	0	37	109	0	54	2	3	0	209	39	5	22	2	0	0	0	10	6	2	1	6	6	67	0	0	4	1	0	21	0	66	1
M00598_54_000000000-ABCWN_1_1102_20835_6547|gene_16S	76	10	12	66	62	68	1	88	149	27	27	56	26	1	43	9	58	26	5	62	43	54	71	14	41	2	4	65	7	56	15	43	2	20	89	15	24	36	18	12	29	94	11	41	30	13	6	101	72	15	11	31	22	7	11	9
M00598_54_000000000-ABCWN_1_1107_13927_22813|gene_16S	1	0	52	29	18	0	5	0	0	0	0	0	22	15	29	5	76	17	7	6	2	16	81	65	0	59	26	0	0	8	16	1	4	36	3	62	78	3	0	0	14	3	0	5	18	10	81	0	0	32	2	22	16	39	26	1
M00598_54_000000000-ABCWN_1_1110_5658_13697|gene_16S	1	34	47	17	26	30	24	4	13	2	15	2	15	33	50	8	47	38	101	29	7	14	59	136	100	38	29	14	21	12	26	10	22	35	5	22	95	2	0	0	36	2	6	24	23	43	75	16	0	82	34	28	54	9	57	10
M00598_54_000000000-ABCWN_1_1110_19081_20447|gene_16S	28	12	27	161	115	65	68	50	67	189	34	34	70	31	37	17	101	57	69	143	20	171	125	66	64	41	20	15	65	62	85	84	16	137	222	79	76	88	101	41	70	58	16	34	25	41	88	66	49	24	36	81	106	15	23	8
M00598_54_000000000-ABCWN_1_2111_16033_21584|gene_16S	14	12	19	47	50	109	24	20	41	34	19	19	37	26	39	36	67	118	17	100	7	18	53	127	54	84	40	17	38	25	26	118	30	91	39	48	73	16	10	7	35	19	15	22	12	25	54	28	10	40	13	73	51	13	17	9
M00598_54_000000000-ABCWN_1_1113_15704_10362|gene_16S	0	0	4	25	87	51	97	40	33	1	0	3	16	68	2	12	11	19	3	46	19	6	95	43	5	130	13	3	82	77	40	33	35	147	71	23	30	12	17	8	24	2	6	9	0	1	136	137	13	20	1	6	54	0	0	1
M00598_54_000000000-ABCWN_1_1108_15960_3832|gene_16S	1	0	21	167	39	46	17	0	5	27	4	0	56	32	42	0	31	25	11	27	1	84	20	54	35	8	85	5	13	4	38	11	11	0	151	66	7	59	15	2	7	2	15	234	8	27	3	5	7	14	14	40	10	2	27	7
M00598_54_000000000-ABCWN_1_1108_8042_8374|gene_16S	23	11	28	99	39	35	47	19	68	48	24	11	51	27	93	18	97	112	45	38	16	32	62	254	66	53	105	17	46	36	54	37	50	87	136	86	93	44	45	21	38	12	27	56	28	35	57	38	22	52	16	36	78	13	44	22
M00598_54_000000000-ABCWN_1_1101_2620_17291|gene_16S	97	81	26	96	178	159	4	46	300	254	227	104	51	3	61	44	97	25	16	146	91	114	105	51	58	3	6	49	1	127	57	100	4	97	126	28	52	73	129	47	54	57	15	44	36	28	27	206	70	30	65	104	52	44	25	11
M00598_54_000000000-ABCWN_1_1110_22372_16938|gene_16S	1	0	42	13	1	4	235	1	1	0	0	0	5	69	19	0	24	102	25	2	0	0	82	153	1	216	97	5	156	2	12	1	48	137	12	64	24	0	0	0	17	0	22	4	3	16	99	0	0	28	1	6	52	0	38	6
M00598_54_000000000-ABCWN_1_2115_26626_9088|gene_16S	24	1	36	58	85	35	70	26	35	11	4	6	27	81	73	30	25	74	21	21	22	1	53	90	20	77	33	9	42	35	27	22	32	91	67	43	66	24	30	4	65	16	11	16	15	5	62	53	23	14	1	17	102	6	31	20
M00598_54_000000000-ABCWN_1_1108_15055_8212|gene_16S	1	0	42	4	0	1	21	0	0	0	0	0	1	62	24	2	15	147	30	0	0	0	62	87	10	4	157	6	4	1	17	0	74	0	0	51	47	0	0	0	9	0	43	5	8	18	123	0	0	15	0	2	96	1	33	2
M00598_54_000000000-ABCWN_1_1107_15770_15769|gene_16S	8	1	65	65	19	2	21	28	105	5	7	11	42	22	64	23	70	137	219	37	9	71	19	302	42	17	119	11	43	38	43	10	29	67	29	66	82	5	12	3	39	5	20	25	32	19	33	26	4	26	2	46	50	12	63	24
M00598_54_000000000-ABCWN_1_2104_27872_8219|gene_16S	31	12	58	89	78	207	22	25	71	12	15	9	39	8	183	15	123	137	47	84	8	78	72	211	39	22	221	16	9	38	88	53	12	114	145	81	116	14	9	2	61	6	16	70	22	65	97	38	24	46	20	99	89	21	66	46
M00598_54_000000000-ABCWN_1_1101_18538_2554|gene_16S	0	0	0	0	0	0	661	0	0	0	0	0	0	16	2	0	1	1	0	0	0	0	5	0	0	95	6	0	253	0	0	0	39	16	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	1
M00598_54_000000000-ABCWN_1_1101_10750_14679|gene_16S	2	15	0	3	62	1	4	6	38	7	271	68	1	0	1	27	10	32	15	18	40	3	41	0	62	5	0	21	0	6	8	11	0	43	2	1	46	0	0	0	4	26	17	27	2	48	40	31	2	7	12	19	2	15	2	8
M00598_54_000000000-ABCWN_1_1111_28408_9767|gene_16S	37	14	0	11	0	4	18	271	129	104	114	163	8	0	0	11	4	1	0	78	21	2	19	5	33	14	0	13	6	40	7	37	0	86	77	8	47	67	44	43	0	181	2	2	0	2	8	34	28	0	3	3	1	0	0	0
M00598_54_000000000-ABCWN_1_1101_12268_4791|gene_16S	0	0	0	0	0	0	944	0	0	0	0	19	0	0	0	0	2	7	4	3	0	0	0	0	0	1	0	0	2	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1107_27745_9355|gene_16S	51	21	53	23	58	130	2	1	26	36	31	35	10	10	94	23	37	117	9	109	48	11	19	114	75	0	59	17	3	87	25	95	6	67	117	20	19	61	67	71	20	5	49	50	20	20	24	77	66	29	13	49	26	25	60	34
M00598_54_000000000-ABCWN_1_1101_6302_8655|gene_16S	0	0	226	8	2	0	12	0	0	0	0	1	1	158	16	0	1	9	4	0	0	0	70	467	1	59	570	0	1	1	16	0	101	43	9	40	190	6	0	0	19	0	1	0	2	0	84	0	0	26	0	2	38	0	189	2
M00598_54_000000000-ABCWN_1_1101_19081_5659|gene_16S	0	1	119	10	15	21	51	0	0	0	2	0	0	271	20	1	107	34	116	2	0	5	70	247	5	105	117	5	29	0	19	0	169	38	0	19	91	0	0	0	89	1	16	32	104	31	94	0	0	64	4	0	90	21	105	12
M00598_54_000000000-ABCWN_1_1105_11716_6538|gene_16S	298	57	0	8	84	5	2	409	447	33	1725	454	3	0	12	60	20	7	1	52	142	7	58	1	275	4	0	29	0	182	10	18	0	84	5	0	90	1	16	26	10	182	4	0	15	0	15	162	188	6	57	11	1	10	0	3
M00598_54_000000000-ABCWN_1_1114_15025_22167|gene_16S	17	9	26	64	74	81	0	18	20	30	4	7	46	0	68	16	10	2	5	43	17	34	25	25	3	0	8	2	0	29	15	75	0	15	90	8	8	23	33	32	16	4	1	24	10	12	6	50	25	10	0	59	15	27	34	2
M00598_54_000000000-ABCWN_1_1103_9745_14925|gene_16S	13	64	39	77	78	839	9	2	25	16	65	4	58	15	131	19	45	112	23	248	7	50	15	187	147	0	153	21	6	23	55	128	23	4	33	37	107	13	0	0	46	5	36	375	7	104	4	76	9	51	22	65	26	8	62	46
M00598_54_000000000-ABCWN_1_1101_13326_7653|gene_16S	18	1	0	34	19	37	0	57	16	96	33	57	10	0	1	1	0	1	0	108	11	31	27	0	16	1	0	5	0	31	4	46	0	40	81	0	4	60	52	13	15	39	0	0	0	0	3	31	24	0	1	8	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_14461_18206|gene_16S	3	55	3	26	29	4	5	6	4	36	14	7	6	0	65	9	125	2	6	23	11	90	28	66	11	13	1	0	0	11	35	0	2	13	22	5	20	13	5	2	9	10	3	12	52	268	41	6	7	7	93	4	4	25	0	0
M00598_54_000000000-ABCWN_1_1102_16346_3513|gene_16S	0	0	41	0	6	38	0	0	0	0	0	0	0	164	70	0	83	3	121	0	0	0	19	171	6	1	66	7	4	0	8	0	132	0	0	0	74	0	0	0	21	0	6	1	30	31	25	0	0	54	0	0	7	6	67	82
M00598_54_000000000-ABCWN_1_1106_9235_5600|gene_16S	15	10	54	122	25	40	62	12	43	23	12	6	50	63	81	11	63	89	50	41	11	44	98	249	15	81	87	5	54	40	50	43	94	73	121	93	74	83	142	64	35	12	16	21	23	15	142	40	27	46	13	63	60	13	28	14
M00598_54_000000000-ABCWN_1_2116_19658_8195|gene_16S	2	22	0	49	6	3	1	4	30	5	394	11	43	0	4	16	1	0	0	5	16	1	27	0	28	1	0	2	0	17	6	0	1	38	1	0	3	1	21	1	3	21	1	1	0	4	6	17	3	0	6	1	0	6	0	0
M00598_54_000000000-ABCWN_1_1109_14040_13510|gene_16S	0	0	0	2	0	0	343	8	0	0	0	1	4	55	0	15	7	16	2	2	10	0	38	94	0	765	8	0	44	4	2	0	8	408	50	11	6	0	0	0	8	13	1	0	0	0	58	0	0	35	1	1	4	0	0	2
M00598_54_000000000-ABCWN_1_2106_16895_4878|gene_16S	15	9	10	172	138	187	0	2	101	20	2	28	109	18	14	7	150	45	13	236	18	35	10	6	25	0	70	11	1	85	60	563	11	62	126	40	27	1	1	1	57	28	24	18	115	6	0	159	16	7	10	363	58	10	26	4
M00598_54_000000000-ABCWN_1_1105_14551_14191|gene_16S	31	78	68	45	139	94	0	12	78	47	127	61	17	23	70	20	59	31	31	43	27	28	41	42	109	1	29	21	0	122	62	76	21	43	168	19	73	21	50	11	31	12	15	148	31	35	38	100	35	20	153	51	43	42	57	23
M00598_54_000000000-ABCWN_1_1104_4385_10371|gene_16S	0	2	2	9	5	5	41	0	0	1	0	0	7	79	3	1	0	3	0	14	2	1	9	71	6	45	363	0	7	9	2	1	8	69	91	19	2	0	0	1	6	3	2	2	0	1	23	2	1	6	1	2	7	8	2	3
M00598_54_000000000-ABCWN_1_1119_5281_12961|gene_16S	1	1	27	10	7	3	21	0	1	0	0	0	25	219	28	2	7	121	23	22	0	0	53	188	1	223	53	9	59	0	21	0	109	62	5	3	18	0	0	0	60	12	27	19	6	8	67	0	0	49	1	0	25	5	35	29
M00598_54_000000000-ABCWN_1_1113_13404_18557|gene_16S	1	0	43	1	1	26	11	1	0	0	0	0	0	42	17	0	3	36	7	1	1	0	9	98	0	96	70	0	6	0	16	0	23	45	0	14	39	1	0	1	53	0	5	7	0	37	23	0	0	8	0	0	44	0	32	1
M00598_54_000000000-ABCWN_1_2114_10453_3611|gene_16S	0	0	0	0	5	2	444	5	17	13	2	287	0	10	5	7	45	156	26	28	55	39	114	41	5	192	12	37	412	30	12	0	11	27	15	23	13	5	0	0	21	0	70	2	1	3	8	14	0	0	37	0	7	0	0	13
M00598_54_000000000-ABCWN_1_1101_11410_11362|gene_16S	133	216	30	178	262	158	46	226	754	127	950	165	108	4	40	57	96	24	3	228	92	297	115	50	214	50	9	63	42	309	77	181	11	155	208	56	124	149	77	25	52	192	23	65	40	24	31	555	121	48	115	100	18	12	10	16
M00598_54_000000000-ABCWN_1_1119_20660_4594|gene_16S	4	42	76	124	285	121	2	0	46	3	10	45	82	55	123	101	60	205	92	50	111	38	86	161	27	0	162	53	12	23	42	161	60	1	209	70	7	49	6	4	6	11	47	35	40	48	106	73	14	47	41	256	16	22	70	115
M00598_54_000000000-ABCWN_1_2118_16008_15751|gene_16S	3	4	18	67	25	2	17	19	8	3	1	1	53	7	13	9	80	42	24	27	13	7	85	34	7	61	29	10	18	7	21	0	7	103	32	42	20	3	2	0	8	2	7	14	55	27	121	2	5	29	5	34	34	13	7	8
M00598_54_000000000-ABCWN_1_1103_14486_11879|gene_16S	0	126	26	24	69	88	0	0	16	7	52	0	4	6	51	2	67	31	144	43	46	147	11	46	44	0	25	8	1	4	14	99	1	0	3	16	23	2	0	0	1	5	17	103	52	131	2	17	0	17	99	82	2	56	28	21
M00598_54_000000000-ABCWN_1_1104_21210_4564|gene_16S	0	14	29	75	29	22	39	8	86	8	6	5	34	22	4	13	19	22	6	34	7	96	17	36	76	37	23	4	32	25	54	16	3	55	74	51	21	11	10	5	19	5	12	21	2	6	16	41	2	31	6	29	10	0	8	10
M00598_54_000000000-ABCWN_1_1108_16554_8498|gene_16S	0	0	11	1	1	0	23	0	0	0	0	0	3	30	36	0	8	133	5	1	0	0	7	146	0	7	52	0	41	0	8	0	75	11	0	8	7	0	0	0	4	0	15	0	0	4	9	0	0	21	0	0	5	0	39	5
M00598_54_000000000-ABCWN_1_1102_11011_5539|gene_16S	224	2	107	8	32	42	0	20	6	61	3	136	5	6	93	8	28	6	33	8	5	9	16	61	9	0	34	7	0	114	4	15	13	27	5	0	38	11	37	8	5	12	1	32	18	3	29	8	156	5	34	26	30	47	116	1
M00598_54_000000000-ABCWN_1_1104_18961_22704|gene_16S	35	20	7	29	44	30	0	2	53	33	40	26	12	0	6	7	8	0	4	46	9	28	22	7	39	1	36	15	1	21	6	28	0	8	53	16	10	9	5	0	2	3	1	53	0	2	0	40	27	2	12	15	2	7	10	1
M00598_54_000000000-ABCWN_1_1101_24555_16382|gene_16S	0	4	67	17	5	26	8	4	0	5	0	0	10	28	21	3	69	1	3	1	2	7	11	22	4	3	44	1	44	3	4	2	15	2	18	4	48	6	1	1	10	0	0	1	75	4	4	1	0	0	14	6	14	22	55	0
M00598_54_000000000-ABCWN_1_1103_11471_16200|gene_16S	150	47	18	47	42	17	212	105	123	37	406	60	14	54	16	45	32	36	9	96	49	10	73	62	138	111	19	24	119	38	19	29	17	101	35	6	53	28	1	2	32	70	10	22	9	3	46	47	114	30	14	11	38	3	15	7
M00598_54_000000000-ABCWN_1_1101_17002_12343|gene_16S	55	4	3	44	26	7	1	92	56	205	54	44	17	0	3	12	16	6	0	47	21	52	24	1	18	5	0	4	2	51	29	17	0	21	75	6	37	79	73	45	3	53	3	8	5	6	9	18	58	0	12	20	3	9	2	1
M00598_54_000000000-ABCWN_1_1101_12987_9577|gene_16S	0	0	0	2	0	0	0	0	0	619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	13	29	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_7773_7948|gene_16S	5	0	75	37	10	0	104	14	202	1	0	1	16	91	59	18	52	119	93	9	10	35	63	196	27	49	46	6	206	28	25	0	122	90	27	42	46	2	0	2	39	11	10	18	3	8	88	38	1	24	7	1	82	5	56	23
M00598_54_000000000-ABCWN_1_1101_21135_5283|gene_16S	0	5	6	17	22	35	6	4	15	7	10	0	7	6	22	15	16	15	1	60	3	1	10	34	43	23	29	8	4	8	22	46	2	26	24	24	37	0	1	0	15	1	2	25	10	17	15	20	3	7	11	65	47	2	10	6
M00598_54_000000000-ABCWN_1_1104_6564_15624|gene_16S	0	0	30	56	6	4	24	7	0	0	2	0	51	32	13	0	39	11	6	17	3	23	71	65	17	109	54	0	6	2	24	5	13	69	26	172	30	0	0	0	16	6	0	3	4	4	116	0	2	22	3	15	26	3	14	0
