OTU_id	CM30d3-L	CM30c60-B	LB5-A	Plot07-N	CM30c60-A	CM30c28-P	Plot03-N	CM30c53-I	CM30b58-C	CM30c62-D	LB1-A	CM30c35-D	CM30c28-N	CM30b58-I	CM30c37-E	CM30c51-H	CM30c30-L	CM30d12-L	CM30c37-L	CM30c62-M	Plot04-A	Plot05-N	CM30c30-N	CM30c-O	CM30c44-C	Plot08-I	CM30b51-M	Plot05-I	CM30d12-H	LB1-E	CM30c39-E	CM30b60-M	Plot08-O	CM30c39-A	CM30b60-E	Plot01-L	CM30c46-O	Plot03-H	Plot06-I	CM30c35-B	LB5-I	CM30d3-D	Plot02-M	CM30c46-D	CM31a5-B	CM31a5-A	CM30c44-B	Plot04-N	CM30c53-B	Plot01-B	CM30b51-B	Plot06-N	CM30c-P	Plot07-M	CM30c51-I	Plot02-C
M01895_13_000000000-ABYEE_1_1104_19676_7420|gene_ShCO1	1582	1	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	0	0	0	75	0	14	1	69	0	0	93	0	0	0	123	13	0	0	0	116	0	82	0	0	0	1	1	0	0	258	0	67	0	0
M01895_13_000000000-ABYEE_1_1105_9119_21221|gene_ShCO1	49	155	1	66	138	5	108	21	45	361	3	72	42	51	230	185	0	148	101	97	3	222	17	7	3	70	48	338	36	276	64	29	135	30	21	36	5	153	191	112	66	295	78	3	27	0	0	37	3	72	69	166	161	159	186	75
M01895_13_000000000-ABYEE_1_1101_13752_4217|gene_ShCO1	0	0	782	0	0	0	0	0	0	0	115	0	0	0	0	0	507	6	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2113_9917_7488|gene_ShCO1	0	0	216	0	0	0	0	1	0	0	20	0	0	0	0	0	235	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	32	0	0	0	0	0	0	0	1347	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1109_16858_17430|gene_ShCO1	356	0	0	736	0	0	4	0	2	0	3	545	0	31	75	0	0	451	205	0	0	943	0	0	0	5	0	4	0	28	0	0	122	0	1	0	47	240	0	126	0	513	2	19	0	0	0	0	0	0	12	124	0	285	0	1
M01895_13_000000000-ABYEE_1_2107_11891_13856|gene_ShCO1	13	0	0	0	0	0	2132	0	0	72	0	35	0	3	0	0	0	2	1	153	0	90	0	0	0	131	0	139	0	1	0	0	130	0	0	0	0	239	1	0	0	0	73	0	60	0	0	0	0	0	0	0	0	0	0	4
M01895_13_000000000-ABYEE_1_1106_8638_12273|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	887	0	0	0	0	2	2	3	0	0	0	50	0	0	36	0	0	0	2	0	0	0	0	0	0	0	0	262	1	0	247	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_18962_21019|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	1180	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1113_12403_12065|gene_ShCO1	0	0	0	0	0	0	0	1037	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_8188_10493|gene_ShCO1	15	2	0	0	45	0	0	96	0	0	0	3	0	0	0	0	0	0	0	50	14	0	1	0	1	0	6	0	0	59	0	4	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1226	1	0	6	3	0	0	1	0
M01895_13_000000000-ABYEE_1_1101_10134_2565|gene_ShCO1	34	1538	13	1	1	275	91	58	74	0	12	0	1	1	0	0	72	75	0	0	4	0	0	25	0	6	135	0	17	281	0	0	0	0	0	0	58	0	2	0	158	0	20	42	16	24	0	92	6	0	0	0	33	0	0	0
M01895_13_000000000-ABYEE_1_1107_13894_5098|gene_ShCO1	1	0	0	214	4	0	0	0	0	0	0	0	0	75	57	180	0	105	11	0	0	114	0	0	14	1	0	0	4	0	0	135	0	1	27	0	0	84	154	0	0	7	0	0	0	0	0	0	0	1	0	82	4	424	63	3
M01895_13_000000000-ABYEE_1_1107_5398_7698|gene_ShCO1	31	6	7	5	92	0	16	13	18	371	7	93	11	0	66	62	1	21	82	316	3	6	1	0	8	84	18	177	29	2	21	0	280	0	3	0	3	56	2	6	4	86	81	4	18	10	11	0	13	0	1	4	27	5	3	9
M01895_13_000000000-ABYEE_1_1101_23189_4058|gene_ShCO1	0	42	0	31	637	0	0	0	0	0	0	0	0	1	0	0	0	1	5	0	0	0	0	0	1	0	0	0	0	0	0	19	0	26	121	0	0	19	0	0	0	14	0	0	0	0	0	0	0	0	0	0	178	200	0	0
M01895_13_000000000-ABYEE_1_1101_13613_24333|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	1	0	0	970	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_15264_13249|gene_ShCO1	0	0	0	0	0	3	0	0	1	0	0	5	68	36	0	0	0	0	0	0	0	0	0	1393	0	0	0	1	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	38	0	0	0	1	0	0	1	0	0	0
M01895_13_000000000-ABYEE_1_1101_22996_18398|gene_ShCO1	0	0	0	0	0	10	0	784	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	138	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_12762_10355|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	884	0	0	30	0	0	0	3	0	0	0	143	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1114_19666_4176|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_13815_3556|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	1	1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_20347_28131|gene_ShCO1	0	7	0	0	0	0	1	0	38	0	0	0	0	0	185	77	0	30	39	0	0	142	0	1	0	0	0	7	7	0	8	366	261	2	42	0	2	48	0	0	0	42	47	0	1	0	0	0	0	0	0	0	8	0	0	7
M01895_13_000000000-ABYEE_1_1101_9416_8668|gene_ShCO1	0	0	195	0	0	0	0	0	0	0	387	0	0	0	0	0	289	3	0	0	0	0	128	0	0	113	4	0	6	0	0	0	0	0	0	0	0	0	0	0	75	0	0	185	0	0	0	0	0	0	0	0	0	0	0	1
M01895_13_000000000-ABYEE_1_1101_13714_16890|gene_ShCO1	0	9	0	0	5	36	150	3	80	359	0	78	14	196	1	2	0	5	0	280	21	28	0	1	3	0	6	69	2	0	0	0	0	0	2	24	9	297	3	154	0	2	206	0	167	20	1	13	37	10	21	31	1	0	34	72
M01895_13_000000000-ABYEE_1_1101_12045_3771|gene_ShCO1	614	0	1	0	1075	0	0	8	0	0	187	0	0	0	16	0	0	12	37	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	4	0	153	23	0	8	0	0	0	12	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_10407_27562|gene_ShCO1	0	38	0	0	0	0	0	720	15	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	94	0	15	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	22	0	51	13	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_20855_4711|gene_ShCO1	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_13228_2309|gene_ShCO1	10	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1129	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_15384_9994|gene_ShCO1	0	0	0	0	0	11	464	132	63	5	1	3	1	0	0	0	0	50	0	6	0	24	0	0	0	0	166	0	0	1	0	0	6	0	0	0	15	103	0	7	0	0	21	9	0	0	0	0	144	0	31	0	2	0	0	0
M01895_13_000000000-ABYEE_1_1101_15200_26511|gene_ShCO1	2	2	0	0	0	450	8	201	10	0	65	0	34	0	3	1	0	87	25	26	0	0	12	39	0	68	0	101	11	0	69	0	11	0	0	0	0	0	0	0	0	20	6	0	8	377	0	0	152	0	0	0	55	0	0	0
M01895_13_000000000-ABYEE_1_2113_15955_16703|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	410	0	0	1	0	0	0	0	0	11	710	23	0	0	0	0	0	1	0	0	0	0	165	0	0	3	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2109_25388_11607|gene_ShCO1	1	21	0	0	16	0	92	59	12	0	0	347	112	0	3	0	0	86	20	151	3	3	1	0	0	0	0	182	50	0	3	19	52	0	17	0	0	1	73	403	0	14	36	1	0	1	0	21	219	0	7	11	24	1	0	0
M01895_13_000000000-ABYEE_1_1101_22335_16818|gene_ShCO1	408	22	0	28	51	0	176	29	4	336	0	495	0	123	48	4	0	174	54	388	4	603	0	0	0	0	49	96	16	40	0	111	203	0	2	0	127	37	83	560	68	209	45	12	0	0	0	33	32	0	120	191	2	90	2	3
M01895_13_000000000-ABYEE_1_1101_23129_14251|gene_ShCO1	64	155	10	34	464	0	133	35	16	3	2	36	0	40	93	58	2	45	63	85	127	45	11	4	84	86	16	3	13	29	18	118	81	53	82	38	5	144	87	23	205	98	7	0	152	20	26	74	11	61	22	136	9	43	102	37
M01895_13_000000000-ABYEE_1_1104_20482_28027|gene_ShCO1	0	11	81	0	0	4	0	262	0	1	42	0	20	0	0	0	314	4	0	12	1	0	144	0	0	83	92	7	0	19	0	0	1	0	0	0	8	0	1	0	216	1	0	5	0	0	0	31	243	0	12	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_9877_8873|gene_ShCO1	0	118	0	107	206	0	1	5	0	10	0	0	0	1	1	290	0	0	1	1	7	116	1	0	171	0	0	1	1	0	1	256	0	264	319	2	0	1	44	0	0	0	0	0	1	0	234	9	44	8	0	0	0	46	1052	0
M01895_13_000000000-ABYEE_1_1101_9476_6634|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01895_13_000000000-ABYEE_1_1101_26070_8845|gene_ShCO1	17	151	0	0	91	11	12	46	0	0	1	32	21	0	1	0	1	1	2	178	0	0	0	5	0	2	12	15	0	3	2	0	3	0	0	0	0	0	0	8	65	7	0	8	424	66	0	17	12	0	0	0	17	0	28	0
M01895_13_000000000-ABYEE_1_1103_18708_5695|gene_ShCO1	30	4	0	23	13	1	10	2	35	6	1	73	3	51	32	1	3	117	5	6	0	74	0	2	0	19	3	377	10	4	6	11	63	1	1	0	0	34	60	36	23	7	4	14	62	36	0	14	1	0	20	70	5	27	11	1
M01895_13_000000000-ABYEE_1_1101_11035_8645|gene_ShCO1	46	3	0	0	0	62	60	307	174	31	11	1	41	15	2	0	4	62	6	11	0	0	1	8	0	8	22	68	2	173	19	0	6	0	0	0	7	1	7	1	150	11	33	21	0	10	0	3	154	0	3	1	8	0	0	0
M01895_13_000000000-ABYEE_1_1114_20978_15651|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	791	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_16535_6060|gene_ShCO1	324	0	0	363	0	0	0	0	0	1	0	0	0	0	286	19	0	0	0	0	0	34	0	0	1	0	0	0	0	0	2	0	0	809	164	0	0	0	3	0	0	12	0	0	0	0	0	0	0	2	0	0	0	172	70	0
M01895_13_000000000-ABYEE_1_1110_3674_10045|gene_ShCO1	17	10	0	0	4	0	16	0	1	1743	0	0	2	0	0	0	1	18	0	8	0	58	1	0	0	12	0	87	26	0	0	0	37	0	0	0	8	133	0	0	0	0	13	0	3	1	0	0	2	0	6	0	6	1	0	0
M01895_13_000000000-ABYEE_1_1101_14909_1555|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	516	0	0	0	0	0	251	0	0	44	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_18339_13589|gene_ShCO1	1	0	29	0	0	0	0	11	0	0	1	0	20	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	38	5	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	857	0	0	0	0	0	0	2
M01895_13_000000000-ABYEE_1_1101_7963_5022|gene_ShCO1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	353	0	0	0	371	0	0	0	0	0	34	0	0	0	0	0	0	4	0	323	1	0	0	0	0	0	0	365	0	0	0	0	0	0	0	0	0	330	0	62	0	0
M01895_13_000000000-ABYEE_1_1101_16714_1449|gene_ShCO1	837	0	1	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_19601_2151|gene_ShCO1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_7823_8106|gene_ShCO1	33	6	0	6	38	4	26	10	15	19	0	8	0	17	59	48	0	67	42	23	17	124	0	1	0	0	25	109	5	0	1	6	11	1	4	2	0	1	98	33	10	35	21	2	78	36	1	45	5	4	19	116	22	4	35	5
M01895_13_000000000-ABYEE_1_1101_21999_5064|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	681	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1104_13570_10188|gene_ShCO1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	802	0	0	0	0	0	0	0	0	0	0	0	25	0	0	2	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_16162_12055|gene_ShCO1	0	0	2	16	33	0	0	0	0	4	18	3	55	0	0	3	0	0	0	0	48	0	54	461	34	0	0	746	0	1	0	0	1	25	0	0	6	0	1	0	0	0	0	0	0	0	0	13	0	1	0	0	227	21	0	3
M01895_13_000000000-ABYEE_1_1113_23711_9207|gene_ShCO1	29	21	0	2	64	1	432	1	72	12	0	1	25	59	5	9	0	129	16	0	0	2	57	3	0	287	0	135	73	12	19	59	293	0	0	4	0	2	83	13	0	90	114	12	41	10	0	3	0	1	1	16	124	10	30	6
M01895_13_000000000-ABYEE_1_1101_12083_4983|gene_ShCO1	0	2	0	38	342	0	0	0	0	222	0	1	0	0	0	3	0	26	0	9	0	0	0	1	13	425	0	6	79	0	85	378	228	1	400	0	0	9	0	0	0	1	9	0	8	0	0	0	4	0	0	0	6	22	193	3
M01895_13_000000000-ABYEE_1_1101_17275_1507|gene_ShCO1	0	214	0	0	513	0	1	0	0	93	0	0	0	5	50	53	0	194	201	0	0	9	0	5	0	0	0	211	9	0	26	79	14	1	10	0	41	4	6	0	0	220	39	0	2	7	0	1	3	0	0	88	30	0	46	5
M01895_13_000000000-ABYEE_1_2111_16038_21490|gene_ShCO1	15	9	0	4	3	2	10	0	108	12	0	37	0	6	4	6	0	3	5	24	0	3	20	1	0	50	0	332	4	3	12	1	482	0	1	0	6	70	3	23	64	24	190	6	4	2	1	1	1	0	1	17	0	9	13	37
M01895_13_000000000-ABYEE_1_1101_18054_2921|gene_ShCO1	0	0	437	0	0	0	0	0	0	0	40	0	0	0	0	0	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_15635_3100|gene_ShCO1	0	0	0	1255	1	2	0	0	0	0	0	0	0	0	449	0	0	0	0	0	0	24	4	0	0	0	0	0	2	9	0	4	0	0	36	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	98	0	436	0	0
M01895_13_000000000-ABYEE_1_1103_22250_4779|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	745	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_16648_22305|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	809	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1112_24706_7694|gene_ShCO1	0	0	0	0	1	68	16	0	16	0	0	0	11	0	0	0	0	1	0	0	1	0	0	0	0	34	0	0	0	0	189	39	69	532	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	1047
M01895_13_000000000-ABYEE_1_1102_7149_19544|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	1025	0	0	1	0	0	10	0	0	0	0	1	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	17	0	0	0
M01895_13_000000000-ABYEE_1_2103_14048_11321|gene_ShCO1	0	0	430	0	0	0	0	0	0	1	18	0	0	0	0	0	723	0	0	0	0	0	227	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_11928_10828|gene_ShCO1	0	0	0	0	23	176	0	47	0	0	0	0	0	0	12	0	0	5	252	886	3	0	0	0	0	0	8	1	6	0	0	0	1	0	2	0	0	0	0	0	0	249	0	0	18	0	0	37	63	0	1	0	1	0	0	0
M01895_13_000000000-ABYEE_1_1101_7192_23395|gene_ShCO1	0	11	28	0	0	5	7	22	1	0	61	0	66	64	0	0	212	0	0	0	0	0	332	18	0	33	38	0	48	0	6	0	0	0	0	0	0	0	0	1	23	0	0	142	0	0	0	9	212	0	0	0	13	0	0	0
M01895_13_000000000-ABYEE_1_1101_12140_4723|gene_ShCO1	0	0	0	0	2	0	3	1	0	0	0	0	935	0	10	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	51	1	0	9	0
M01895_13_000000000-ABYEE_1_1112_15795_14847|gene_ShCO1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	8	0	15	4	120	3	59	0	0	0	50	0	26	6	0	2	129	231	1	1	0	2	169	0	0	0	3	3	0	0	0	0	172	2	0	0	0	23	0	3	0
M01895_13_000000000-ABYEE_1_1101_23897_5024|gene_ShCO1	0	0	5	0	0	0	0	0	0	0	221	0	617	0	0	0	2	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_17495_7436|gene_ShCO1	11	6	0	0	2	0	0	0	0	22	0	0	0	7	0	2	0	0	0	0	0	40	0	0	4	0	0	45	0	0	0	0	0	2	0	1	0	929	10	0	0	1	0	0	0	0	7	0	4	7	0	0	5	4	24	0
M01895_13_000000000-ABYEE_1_1101_21888_4388|gene_ShCO1	0	0	0	0	50	0	0	0	0	0	0	2	0	0	34	6	0	0	10	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	788	0	15	0	0	0	0	0	0	0	0	0	0	30	0	0	0
M01895_13_000000000-ABYEE_1_1102_13291_6799|gene_ShCO1	81	0	0	6	0	686	3	666	8	64	95	106	1151	0	23	0	0	0	2	228	0	28	6	4	0	122	3	29	22	5	0	1	70	0	0	0	0	1	0	0	95	5	109	4	8	111	0	0	47	0	2	16	2	14	0	0
M01895_13_000000000-ABYEE_1_1105_19798_9746|gene_ShCO1	46	15	3	2	0	48	65	7	155	46	6	4	9	9	10	0	5	44	34	4	0	2	30	6	0	7	0	62	3	316	4	1	19	0	0	0	151	26	24	19	68	46	17	19	23	19	0	1	11	0	0	0	13	0	0	3
M01895_13_000000000-ABYEE_1_1101_16091_4131|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	1096	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_18999_27316|gene_ShCO1	11	2	0	2	41	0	3	0	0	40	0	52	0	2	77	0	0	12	0	0	0	5	0	1	0	8	0	100	12	8	10	2	207	0	0	0	2	82	16	127	0	1	40	1	1	0	0	4	0	0	0	3	19	0	2	168
M01895_13_000000000-ABYEE_1_1101_14006_3282|gene_ShCO1	0	0	0	0	0	768	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2105_13012_18613|gene_ShCO1	0	0	0	0	0	0	2	753	2	0	0	1	0	0	0	0	0	18	0	354	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	6	1	0	0	0	15	64	0	2	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_14144_3237|gene_ShCO1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_16238_5680|gene_ShCO1	0	515	0	0	0	5	8	21	0	0	0	0	123	0	0	0	52	0	0	6	3	0	9	0	0	77	0	1	6	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	12	0	0	0	1	0	0	0
M01895_13_000000000-ABYEE_1_1101_21660_5089|gene_ShCO1	0	0	0	0	0	0	0	0	0	1073	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_8031_10955|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_23468_17069|gene_ShCO1	165	0	0	0	4	0	0	0	2	0	0	6	8	0	6	0	0	14	0	0	0	0	171	0	0	578	0	20	118	0	0	0	334	1	0	0	15	3	0	3	1	0	36	1	0	0	0	0	0	0	0	0	3	0	0	25
M01895_13_000000000-ABYEE_1_1101_16005_4836|gene_ShCO1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	797	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_18961_1866|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	936	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_20376_5308|gene_ShCO1	0	0	0	0	3	0	0	0	0	36	0	1	0	0	1	0	0	0	5	15	664	0	0	0	6	1	0	13	0	0	0	42	0	0	0	30	0	0	4	7	1	2	15	1	0	0	4	76	0	20	0	4	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_16237_14228|gene_ShCO1	0	0	1	0	0	0	0	70	0	0	192	0	94	0	0	0	30	0	0	0	0	0	450	1	0	8	563	1	74	0	0	0	0	0	0	0	0	0	0	0	17	0	0	262	0	0	0	10	8	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_7589_21991|gene_ShCO1	200	41	84	2	5	38	105	91	91	2	0	2	6	37	5	0	7	75	25	209	11	5	0	0	0	1	136	25	23	103	0	10	37	0	1	0	13	1	145	167	49	407	0	6	28	96	0	74	62	0	39	39	23	6	6	1
M01895_13_000000000-ABYEE_1_1105_23307_7654|gene_ShCO1	0	0	0	0	0	38	177	25	10	333	0	4	0	2	0	2	0	0	3	3	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	1	1	1	479	0	4	42	0	193	30	0	0	1	0	2	0	2	0	0	3
M01895_13_000000000-ABYEE_1_1101_7469_8640|gene_ShCO1	3	0	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	709	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_21506_3159|gene_ShCO1	0	0	0	0	0	0	0	206	1	0	0	0	610	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_5205_13049|gene_ShCO1	1468	0	1	13	0	0	24	0	0	0	0	0	0	0	0	0	1	0	0	0	0	114	2	0	0	0	0	1	10	0	1	0	87	0	0	0	6	94	0	0	1	23	13	1	3	0	0	0	0	0	0	1	0	30	1	6
M01895_13_000000000-ABYEE_1_1101_10970_7399|gene_ShCO1	0	53	0	6	296	0	0	0	1	0	0	2	0	11	26	16	0	14	2	0	0	1	0	9	0	5	0	0	21	0	56	64	92	11	1	0	0	6	32	0	0	3	12	0	0	0	0	0	0	0	0	3	28	2	71	169
M01895_13_000000000-ABYEE_1_1101_14444_8822|gene_ShCO1	0	0	60	0	0	0	0	13	14	0	16	0	0	0	0	0	153	0	0	0	0	0	214	0	0	2	60	0	141	76	0	0	0	0	0	0	0	0	0	1	147	0	0	13	0	0	0	33	31	0	0	0	0	0	0	0
